market_access_id,ppa_id,date_id,region_id,access_level,reimbursement_status,patient_copay,restrictions,volume
MA0361,PPA035,D092,R003,High,Partially Reimbursed,34,Step Therapy,5138
MA0362,PPA035,D115,R008,High,Reimbursed,25,None,1081
MA0363,PPA035,D265,R008,High,Partially Reimbursed,15,None,3892
MA0364,PPA035,D024,R003,Low,Not Reimbursed,73,Step Therapy,1491
MA0365,PPA035,D206,R004,Low,Reimbursed,58,Step Therapy,6561
MA0366,PPA035,D036,R010,High,Reimbursed,13,None,2241
MA0367,PPA035,D239,R010,High,Reimbursed,30,Quantity Limit,6538
MA0368,PPA035,D145,R008,Low,Not Reimbursed,70,Prior Authorization,4555
MA0369,PPA035,D160,R008,High,Reimbursed,22,None,9679
MA0370,PPA035,D168,R006,High,Reimbursed,20,None,5245
MA0371,PPA035,D045,R008,Medium,Reimbursed,52,Quantity Limit,3501
MA0372,PPA035,D284,R002,Medium,Partially Reimbursed,46,Quantity Limit,1581
MA0373,PPA035,D234,R010,High,Partially Reimbursed,29,Step Therapy,9984
MA0374,PPA035,D005,R001,High,Reimbursed,30,None,4166
MA0375,PPA036,D203,R006,Medium,Partially Reimbursed,70,Quantity Limit,1476
MA0376,PPA036,D263,R006,Low,Not Reimbursed,54,None,1156
MA0377,PPA036,D026,R001,High,Not Reimbursed,38,Step Therapy,1606
MA0378,PPA036,D347,R002,Medium,Reimbursed,59,None,9502
MA0379,PPA036,D154,R008,Medium,Not Reimbursed,55,Step Therapy,6370
MA0380,PPA036,D134,R002,Low,Not Reimbursed,72,Prior Authorization,3166
MA0381,PPA036,D090,R001,Medium,Reimbursed,39,None,4126
MA0382,PPA036,D016,R008,Low,Partially Reimbursed,76,Quantity Limit,7948
MA0383,PPA036,D208,R003,High,Reimbursed,34,None,3367
MA0384,PPA036,D232,R002,Low,Not Reimbursed,83,Prior Authorization,9007
MA0385,PPA037,D196,R004,Low,Partially Reimbursed,99,Prior Authorization,7828
MA0386,PPA037,D184,R006,Low,Partially Reimbursed,87,Quantity Limit,2715
MA0387,PPA037,D246,R004,High,Reimbursed,25,None,1016
MA0388,PPA037,D279,R003,High,Reimbursed,34,None,2946
MA0389,PPA037,D249,R001,High,Reimbursed,30,Step Therapy,5978
MA0390,PPA038,D015,R001,High,Partially Reimbursed,43,Step Therapy,1288
MA0391,PPA038,D361,R003,Medium,Partially Reimbursed,72,Prior Authorization,1755
MA0392,PPA038,D359,R003,Medium,Partially Reimbursed,38,Quantity Limit,7257
MA0393,PPA038,D181,R006,Low,Not Reimbursed,91,Prior Authorization,9307
MA0394,PPA038,D291,R001,Low,Not Reimbursed,89,Step Therapy,3757
MA0395,PPA038,D289,R010,Low,Not Reimbursed,61,Prior Authorization,4925
MA0396,PPA038,D073,R003,High,Reimbursed,10,Quantity Limit,9485
MA0397,PPA038,D097,R002,Medium,Not Reimbursed,66,None,9969
MA0398,PPA038,D253,R008,Medium,Not Reimbursed,69,Prior Authorization,9365
MA0399,PPA038,D278,R010,High,Not Reimbursed,19,None,1374
MA0400,PPA038,D159,R009,High,Reimbursed,30,None,1553
MA0401,PPA038,D090,R004,Low,Not Reimbursed,96,Quantity Limit,7417
MA0402,PPA038,D252,R001,High,Reimbursed,25,Prior Authorization,5842
MA0403,PPA038,D020,R006,Medium,Partially Reimbursed,30,None,7279
MA0404,PPA039,D086,R008,High,Reimbursed,15,None,8009
MA0405,PPA039,D212,R003,Low,Reimbursed,91,Prior Authorization,7213
MA0406,PPA039,D253,R005,High,Reimbursed,31,None,3212
MA0407,PPA039,D194,R008,Medium,Partially Reimbursed,64,Prior Authorization,4712
MA0408,PPA039,D180,R001,Medium,Reimbursed,33,Prior Authorization,9105
MA0409,PPA039,D280,R001,Medium,Reimbursed,53,None,1535
MA0410,PPA039,D193,R003,Medium,Not Reimbursed,70,Step Therapy,3371
MA0411,PPA039,D052,R002,High,Reimbursed,20,Prior Authorization,1442
MA0412,PPA039,D246,R004,Medium,Not Reimbursed,49,Quantity Limit,7815
MA0413,PPA039,D296,R009,Medium,Not Reimbursed,46,None,9014
MA0414,PPA039,D334,R002,Medium,Reimbursed,54,Prior Authorization,7403
MA0415,PPA040,D135,R006,Low,Not Reimbursed,98,Step Therapy,9170
MA0416,PPA040,D226,R002,High,Partially Reimbursed,43,None,8873
MA0417,PPA040,D239,R007,Low,Not Reimbursed,80,Step Therapy,3960
MA0418,PPA040,D116,R001,Medium,Reimbursed,55,Quantity Limit,668
MA0419,PPA040,D138,R007,Low,Not Reimbursed,83,Quantity Limit,2515
MA0420,PPA041,D230,R001,Low,Partially Reimbursed,96,Quantity Limit,1197
MA0421,PPA041,D089,R001,High,Reimbursed,35,None,4625
MA0422,PPA041,D086,R007,Low,Not Reimbursed,50,Step Therapy,9726
MA0423,PPA041,D109,R003,Low,Not Reimbursed,57,Prior Authorization,2528
MA0424,PPA041,D099,R009,Low,Not Reimbursed,98,Quantity Limit,1741
MA0425,PPA041,D065,R002,High,Reimbursed,16,Step Therapy,8875
MA0426,PPA042,D211,R003,Medium,Reimbursed,49,Prior Authorization,8154
MA0427,PPA042,D136,R002,Low,Not Reimbursed,64,Prior Authorization,7359
MA0428,PPA042,D197,R007,Medium,Reimbursed,56,Step Therapy,1562
MA0429,PPA042,D336,R007,High,Reimbursed,36,Prior Authorization,8562
MA0430,PPA042,D249,R001,Medium,Not Reimbursed,62,Quantity Limit,1175
MA0431,PPA042,D293,R009,Medium,Partially Reimbursed,55,None,8689
MA0432,PPA042,D312,R004,Low,Reimbursed,62,Quantity Limit,3388
MA0433,PPA042,D243,R003,High,Reimbursed,39,None,6004
MA0434,PPA042,D020,R008,Low,Partially Reimbursed,73,Quantity Limit,8375
MA0435,PPA042,D089,R010,Medium,Partially Reimbursed,37,Step Therapy,4063
MA0436,PPA043,D251,R009,High,Partially Reimbursed,27,Prior Authorization,8509
MA0437,PPA043,D305,R003,High,Partially Reimbursed,10,None,2267
MA0438,PPA043,D229,R009,Low,Partially Reimbursed,50,Prior Authorization,5104
MA0439,PPA043,D091,R001,Low,Not Reimbursed,91,Prior Authorization,6268
MA0440,PPA043,D243,R001,Medium,Partially Reimbursed,43,Step Therapy,8630
MA0441,PPA043,D301,R001,Low,Partially Reimbursed,56,None,6231
MA0442,PPA043,D283,R009,Low,Not Reimbursed,88,Prior Authorization,1871
MA0443,PPA043,D180,R008,Medium,Reimbursed,47,Step Therapy,4636
MA0444,PPA043,D177,R003,Medium,Partially Reimbursed,71,Prior Authorization,2556
MA0445,PPA043,D084,R003,Low,Not Reimbursed,53,Quantity Limit,9930
MA0446,PPA044,D339,R004,Low,Partially Reimbursed,60,Quantity Limit,9246
MA0447,PPA044,D164,R001,High,Reimbursed,40,None,4337
MA0448,PPA044,D349,R008,Low,Not Reimbursed,98,Quantity Limit,5599
MA0449,PPA044,D072,R006,Low,Reimbursed,72,Prior Authorization,5131
MA0450,PPA044,D014,R002,Medium,Partially Reimbursed,51,Prior Authorization,9693
MA0451,PPA044,D336,R008,Medium,Partially Reimbursed,37,Step Therapy,9661
MA0452,PPA044,D255,R003,Low,Not Reimbursed,54,Step Therapy,3287
MA0453,PPA044,D152,R006,Low,Partially Reimbursed,93,Prior Authorization,4988
MA0454,PPA044,D133,R008,Medium,Reimbursed,39,None,3381
MA0455,PPA044,D215,R010,Medium,Partially Reimbursed,66,Quantity Limit,7596
MA0456,PPA044,D208,R007,High,Reimbursed,21,Step Therapy,8088
MA0457,PPA045,D324,R006,Low,Partially Reimbursed,73,Quantity Limit,5379
MA0458,PPA045,D091,R002,Low,Partially Reimbursed,93,None,4176
MA0459,PPA045,D161,R008,High,Partially Reimbursed,32,None,1782
MA0460,PPA045,D325,R008,Medium,Partially Reimbursed,49,None,849
MA0461,PPA045,D030,R002,Medium,Not Reimbursed,59,Step Therapy,9870
MA0462,PPA045,D003,R005,Low,Partially Reimbursed,93,Quantity Limit,5715
MA0463,PPA045,D232,R005,Medium,Partially Reimbursed,42,None,6709
MA0464,PPA045,D141,R005,High,Reimbursed,18,None,459
MA0465,PPA045,D108,R005,Low,Not Reimbursed,57,Prior Authorization,712
MA0466,PPA045,D087,R001,Medium,Not Reimbursed,46,Quantity Limit,896
MA0467,PPA046,D025,R008,High,Reimbursed,48,None,4408
MA0468,PPA046,D339,R003,Low,Not Reimbursed,72,Step Therapy,4939
MA0469,PPA046,D056,R007,High,Reimbursed,41,Quantity Limit,7975
MA0470,PPA046,D335,R001,Medium,Reimbursed,30,Step Therapy,1909
MA0471,PPA046,D011,R005,Low,Not Reimbursed,59,Quantity Limit,8483
MA0472,PPA046,D354,R002,High,Partially Reimbursed,16,Quantity Limit,3887
MA0473,PPA046,D060,R006,Medium,Not Reimbursed,48,Prior Authorization,920
MA0474,PPA046,D214,R007,High,Partially Reimbursed,12,Step Therapy,6001
MA0475,PPA046,D228,R008,Low,Partially Reimbursed,97,Prior Authorization,851
MA0476,PPA046,D195,R005,High,Partially Reimbursed,20,None,7271
MA0477,PPA046,D064,R009,Low,Partially Reimbursed,96,Prior Authorization,5715
MA0478,PPA046,D281,R006,High,Reimbursed,35,Quantity Limit,4553
MA0479,PPA046,D130,R007,Medium,Partially Reimbursed,60,Quantity Limit,2832
MA0480,PPA046,D243,R003,High,Reimbursed,13,Quantity Limit,2711
MA0481,PPA047,D214,R002,High,Reimbursed,41,None,6838
MA0482,PPA047,D303,R004,Medium,Reimbursed,46,Step Therapy,302
MA0483,PPA047,D248,R004,Low,Not Reimbursed,83,Step Therapy,9547
MA0484,PPA047,D292,R001,Low,Not Reimbursed,92,Quantity Limit,8604
MA0485,PPA047,D348,R007,Low,Not Reimbursed,89,Prior Authorization,4172
MA0486,PPA047,D225,R009,Medium,Partially Reimbursed,73,Step Therapy,2535
MA0487,PPA048,D314,R004,Low,Not Reimbursed,56,Prior Authorization,687
MA0488,PPA048,D028,R003,Low,Not Reimbursed,55,Step Therapy,5090
MA0489,PPA048,D006,R006,Low,Not Reimbursed,91,Step Therapy,5684
MA0490,PPA048,D330,R006,Medium,Not Reimbursed,44,Quantity Limit,5539
MA0491,PPA048,D081,R004,Low,Not Reimbursed,88,Step Therapy,6052
MA0492,PPA048,D259,R009,Low,Not Reimbursed,56,Step Therapy,3733
MA0493,PPA048,D241,R001,High,Reimbursed,50,Quantity Limit,4883
MA0494,PPA048,D254,R005,Low,Not Reimbursed,94,Prior Authorization,2789
MA0495,PPA048,D085,R006,Medium,Reimbursed,75,Step Therapy,6804
MA0496,PPA048,D039,R001,High,Reimbursed,22,None,6537
MA0497,PPA048,D252,R005,High,Reimbursed,22,Prior Authorization,1865
MA0498,PPA048,D165,R004,Medium,Reimbursed,70,Quantity Limit,9747
MA0499,PPA048,D124,R010,High,Partially Reimbursed,38,None,9755
MA0500,PPA049,D069,R002,Medium,Partially Reimbursed,38,None,9971
MA0501,PPA049,D256,R009,Low,Not Reimbursed,82,Prior Authorization,9075
MA0502,PPA049,D003,R002,Medium,Partially Reimbursed,65,Step Therapy,3391
MA0503,PPA049,D272,R007,High,Partially Reimbursed,28,Prior Authorization,2273
MA0504,PPA049,D025,R007,Low,Not Reimbursed,61,Step Therapy,5381
MA0505,PPA049,D284,R004,Low,Partially Reimbursed,72,Step Therapy,9648
MA0506,PPA049,D222,R009,Low,Not Reimbursed,95,Prior Authorization,8847
MA0507,PPA049,D300,R005,Medium,Not Reimbursed,57,Quantity Limit,8664
MA0508,PPA049,D248,R007,High,Reimbursed,19,None,1027
MA0509,PPA049,D261,R007,High,Reimbursed,20,Quantity Limit,4205
MA0510,PPA049,D091,R003,High,Partially Reimbursed,28,None,8966
MA0511,PPA049,D355,R004,High,Reimbursed,38,None,9305
MA0512,PPA049,D297,R004,High,Partially Reimbursed,45,None,8470
MA0513,PPA050,D355,R001,Medium,Partially Reimbursed,64,Step Therapy,3318
MA0514,PPA050,D341,R008,Low,Not Reimbursed,68,Prior Authorization,1320
MA0515,PPA050,D025,R003,High,Not Reimbursed,42,None,765
MA0516,PPA050,D196,R009,Medium,Reimbursed,46,None,9668
MA0517,PPA050,D199,R009,Medium,Reimbursed,59,Step Therapy,2636
MA0518,PPA050,D214,R005,High,Reimbursed,30,None,5034
MA0519,PPA050,D351,R003,Medium,Partially Reimbursed,65,Prior Authorization,5307
MA0520,PPA050,D161,R007,Low,Partially Reimbursed,61,Step Therapy,8376
MA0521,PPA050,D283,R008,High,Reimbursed,44,None,5824
MA0522,PPA051,D110,R005,Low,Partially Reimbursed,52,Step Therapy,5358
MA0523,PPA051,D340,R006,Medium,Not Reimbursed,37,Prior Authorization,8951
MA0524,PPA051,D170,R008,Low,Partially Reimbursed,83,Quantity Limit,6243
MA0525,PPA051,D185,R007,Low,Not Reimbursed,78,Step Therapy,4956
MA0526,PPA051,D151,R002,Low,Partially Reimbursed,82,Prior Authorization,1672
MA0527,PPA051,D112,R004,High,Not Reimbursed,44,None,1172
MA0528,PPA051,D317,R003,High,Partially Reimbursed,23,Step Therapy,7050
MA0529,PPA051,D272,R007,High,Reimbursed,37,Prior Authorization,1281
MA0530,PPA052,D079,R005,Low,Partially Reimbursed,55,Prior Authorization,7270
MA0531,PPA052,D013,R005,Medium,Partially Reimbursed,72,None,2661
MA0532,PPA052,D236,R005,Low,Partially Reimbursed,97,Prior Authorization,9041
MA0533,PPA052,D170,R004,Medium,Not Reimbursed,39,Prior Authorization,6213
MA0534,PPA052,D020,R004,High,Reimbursed,45,None,784
MA0535,PPA052,D045,R002,High,Reimbursed,35,None,1494
MA0536,PPA052,D038,R001,Medium,Reimbursed,52,Prior Authorization,8497
MA0537,PPA052,D028,R008,High,Reimbursed,24,Prior Authorization,4240
MA0538,PPA052,D092,R001,High,Reimbursed,46,Step Therapy,9092
MA0539,PPA052,D129,R008,Medium,Partially Reimbursed,34,Prior Authorization,1203
MA0540,PPA052,D286,R001,Medium,Reimbursed,67,Step Therapy,5520
MA0541,PPA052,D037,R009,Medium,Reimbursed,71,Prior Authorization,4771
MA0542,PPA052,D295,R004,Low,Reimbursed,62,Prior Authorization,7483
MA0543,PPA052,D117,R006,Medium,Partially Reimbursed,49,Step Therapy,2596
MA0544,PPA052,D133,R003,Low,Not Reimbursed,70,Quantity Limit,2862
MA0545,PPA053,D161,R005,Medium,Partially Reimbursed,49,Step Therapy,1883
MA0546,PPA053,D127,R009,High,Partially Reimbursed,15,Step Therapy,2393
MA0547,PPA053,D114,R002,Low,Partially Reimbursed,96,Quantity Limit,1352
MA0548,PPA053,D365,R008,Low,Reimbursed,51,Quantity Limit,611
MA0549,PPA053,D329,R009,Low,Not Reimbursed,99,Step Therapy,700
MA0550,PPA054,D134,R006,High,Partially Reimbursed,40,Quantity Limit,762
MA0551,PPA054,D279,R001,High,Partially Reimbursed,24,None,6152
MA0552,PPA054,D277,R004,High,Reimbursed,23,None,6018
MA0553,PPA054,D242,R001,Medium,Partially Reimbursed,59,Quantity Limit,753
MA0554,PPA054,D335,R003,Low,Partially Reimbursed,95,Quantity Limit,4580
MA0555,PPA054,D077,R010,Low,Partially Reimbursed,84,Step Therapy,6271
MA0556,PPA054,D188,R010,Low,Partially Reimbursed,87,Step Therapy,1375
MA0557,PPA054,D201,R007,Low,Partially Reimbursed,64,Step Therapy,5881
MA0558,PPA054,D115,R008,Medium,Partially Reimbursed,60,Quantity Limit,208
MA0559,PPA054,D302,R002,Low,Not Reimbursed,78,Prior Authorization,1363
MA0560,PPA054,D149,R002,Low,Not Reimbursed,63,Prior Authorization,2678
MA0561,PPA054,D069,R006,Medium,Partially Reimbursed,37,Step Therapy,6893
MA0562,PPA054,D238,R006,Medium,Partially Reimbursed,60,Step Therapy,7948
MA0563,PPA055,D303,R006,Medium,Partially Reimbursed,66,Step Therapy,4744
MA0564,PPA055,D083,R002,High,Reimbursed,48,Quantity Limit,7991
MA0565,PPA055,D332,R007,High,Reimbursed,36,Prior Authorization,9646
MA0566,PPA055,D211,R001,High,Partially Reimbursed,42,None,5714
MA0567,PPA055,D012,R006,Medium,Partially Reimbursed,34,Prior Authorization,6415
MA0568,PPA055,D125,R001,High,Reimbursed,22,None,8363
MA0569,PPA055,D023,R003,Low,Not Reimbursed,59,Step Therapy,3006
MA0570,PPA055,D066,R002,Medium,Not Reimbursed,68,None,8806
MA0571,PPA056,D061,R004,Medium,Partially Reimbursed,35,Prior Authorization,9008
MA0572,PPA056,D048,R001,Medium,Reimbursed,30,Step Therapy,216
MA0573,PPA056,D247,R006,Low,Not Reimbursed,83,None,3465
MA0574,PPA056,D338,R003,Low,Not Reimbursed,76,Prior Authorization,2635
MA0575,PPA056,D067,R009,Medium,Partially Reimbursed,46,Prior Authorization,8883
MA0576,PPA056,D309,R008,Medium,Partially Reimbursed,69,Prior Authorization,6611
MA0577,PPA056,D277,R004,High,Reimbursed,45,None,6165
MA0578,PPA056,D001,R006,Low,Not Reimbursed,66,Quantity Limit,9564
MA0579,PPA056,D348,R008,Medium,Partially Reimbursed,55,Step Therapy,2051
MA0580,PPA056,D333,R008,Low,Partially Reimbursed,100,Step Therapy,2750
MA0581,PPA056,D221,R007,High,Reimbursed,35,Step Therapy,9120
MA0582,PPA056,D268,R001,Low,Not Reimbursed,95,Prior Authorization,6475
MA0583,PPA056,D216,R002,Low,Reimbursed,55,Quantity Limit,7827
MA0584,PPA057,D223,R003,Low,Partially Reimbursed,52,Prior Authorization,104
MA0585,PPA057,D046,R010,High,Reimbursed,27,Step Therapy,5885
MA0586,PPA057,D033,R001,Low,Partially Reimbursed,87,Prior Authorization,351
MA0587,PPA057,D135,R008,Low,Not Reimbursed,55,Step Therapy,9260
MA0588,PPA057,D114,R002,Low,Partially Reimbursed,67,Prior Authorization,3287
MA0589,PPA057,D190,R005,Medium,Not Reimbursed,66,None,2967
MA0590,PPA057,D041,R001,Medium,Partially Reimbursed,65,None,4921
MA0591,PPA057,D312,R009,Medium,Not Reimbursed,62,Quantity Limit,8913
MA0592,PPA057,D020,R010,Low,Partially Reimbursed,78,Quantity Limit,9326
MA0593,PPA057,D197,R006,Medium,Partially Reimbursed,51,Quantity Limit,7617
MA0594,PPA057,D206,R002,Low,Not Reimbursed,87,Quantity Limit,7996
MA0595,PPA057,D315,R008,High,Reimbursed,34,Prior Authorization,3710
MA0596,PPA057,D336,R006,Low,Not Reimbursed,70,Prior Authorization,5885
MA0597,PPA057,D267,R007,Low,Not Reimbursed,94,Quantity Limit,4167
MA0598,PPA058,D048,R004,Medium,Reimbursed,42,Quantity Limit,5933
MA0599,PPA058,D205,R009,High,Partially Reimbursed,17,Quantity Limit,8171
MA0600,PPA058,D345,R003,Low,Reimbursed,84,Quantity Limit,8001
MA0601,PPA058,D176,R010,Medium,Partially Reimbursed,61,Quantity Limit,9512
MA0602,PPA058,D039,R007,Medium,Partially Reimbursed,62,Prior Authorization,3738
MA0603,PPA058,D284,R010,Low,Partially Reimbursed,83,Step Therapy,7936
MA0604,PPA058,D092,R005,Low,Reimbursed,72,Prior Authorization,2963
MA0605,PPA058,D244,R002,Medium,Not Reimbursed,74,Step Therapy,5271
MA0606,PPA058,D161,R008,Low,Reimbursed,93,Prior Authorization,9619
MA0607,PPA059,D167,R003,Medium,Partially Reimbursed,53,Prior Authorization,6663
MA0608,PPA059,D186,R003,Medium,Partially Reimbursed,66,None,9535
MA0609,PPA059,D314,R010,Low,Partially Reimbursed,56,Step Therapy,3963
MA0610,PPA059,D133,R004,Low,Not Reimbursed,74,Prior Authorization,2550
MA0611,PPA059,D096,R002,Medium,Not Reimbursed,41,Step Therapy,2303
MA0612,PPA059,D281,R005,Low,Not Reimbursed,96,Prior Authorization,8072
MA0613,PPA060,D129,R003,Medium,Reimbursed,37,Prior Authorization,3359
MA0614,PPA060,D288,R003,Low,Not Reimbursed,91,Step Therapy,4763
MA0615,PPA060,D291,R009,Medium,Partially Reimbursed,62,Step Therapy,7422
MA0616,PPA060,D025,R001,High,Reimbursed,28,None,2473
MA0617,PPA060,D204,R008,High,Partially Reimbursed,31,None,9465
MA0618,PPA060,D051,R003,Medium,Not Reimbursed,34,None,5729
MA0619,PPA060,D354,R004,High,Reimbursed,28,Prior Authorization,6579
MA0620,PPA060,D084,R006,Medium,Not Reimbursed,53,Step Therapy,8635
MA0621,PPA060,D031,R009,Medium,Partially Reimbursed,41,Quantity Limit,2148
MA0622,PPA061,D339,R001,Low,Partially Reimbursed,91,Quantity Limit,6487
MA0623,PPA061,D129,R010,Medium,Reimbursed,48,Step Therapy,2171
MA0624,PPA061,D359,R005,High,Reimbursed,20,None,5946
MA0625,PPA061,D041,R001,Medium,Not Reimbursed,59,Quantity Limit,8956
MA0626,PPA061,D108,R008,Medium,Partially Reimbursed,38,Quantity Limit,8935
MA0627,PPA061,D086,R006,High,Reimbursed,39,Prior Authorization,9340
MA0628,PPA061,D204,R010,Medium,Partially Reimbursed,70,Step Therapy,5788
MA0629,PPA061,D053,R002,Medium,Partially Reimbursed,35,Step Therapy,6092
MA0630,PPA062,D134,R001,Low,Not Reimbursed,65,Prior Authorization,6485
MA0631,PPA062,D080,R010,Medium,Reimbursed,35,Step Therapy,4024
MA0632,PPA062,D156,R010,Low,Not Reimbursed,89,Quantity Limit,4554
MA0633,PPA062,D006,R005,Medium,Partially Reimbursed,64,Quantity Limit,6865
MA0634,PPA062,D001,R001,High,Partially Reimbursed,21,None,1908
MA0635,PPA062,D268,R005,Low,Not Reimbursed,78,Prior Authorization,8160
MA0636,PPA062,D070,R003,High,Reimbursed,19,None,8864
MA0637,PPA062,D177,R003,High,Reimbursed,16,None,2148
MA0638,PPA062,D147,R001,Low,Not Reimbursed,50,Prior Authorization,2568
MA0639,PPA062,D241,R004,High,Reimbursed,31,None,8265
MA0640,PPA062,D274,R005,Medium,Partially Reimbursed,32,Prior Authorization,2493
MA0641,PPA063,D137,R002,Low,Partially Reimbursed,99,Quantity Limit,4149
MA0642,PPA063,D201,R009,Low,Not Reimbursed,62,Step Therapy,1639
MA0643,PPA063,D037,R003,Low,Not Reimbursed,63,Step Therapy,5213
MA0644,PPA063,D279,R004,Medium,Reimbursed,32,Step Therapy,9104
MA0645,PPA063,D241,R001,Low,Partially Reimbursed,80,Step Therapy,3355
MA0646,PPA064,D027,R008,High,Reimbursed,15,Prior Authorization,5644
MA0647,PPA064,D342,R006,Low,Reimbursed,72,Step Therapy,8887
MA0648,PPA064,D112,R004,High,Reimbursed,24,None,9248
MA0649,PPA064,D058,R003,Low,Not Reimbursed,78,Step Therapy,449
MA0650,PPA064,D121,R010,Low,Partially Reimbursed,96,Prior Authorization,746
MA0651,PPA064,D325,R006,Medium,Partially Reimbursed,65,Prior Authorization,8129
MA0652,PPA064,D223,R007,High,Reimbursed,44,None,7774
MA0653,PPA064,D167,R007,Medium,Not Reimbursed,68,Quantity Limit,9185
MA0654,PPA064,D008,R002,High,Reimbursed,19,None,4414
MA0655,PPA064,D086,R008,Low,Partially Reimbursed,50,Step Therapy,8389
MA0656,PPA065,D095,R006,High,Reimbursed,41,None,621
MA0657,PPA065,D010,R005,Low,Not Reimbursed,74,Step Therapy,8715
MA0658,PPA065,D318,R006,Low,Not Reimbursed,66,None,3716
MA0659,PPA065,D187,R007,Low,Not Reimbursed,50,Quantity Limit,3519
MA0660,PPA065,D123,R004,Low,Not Reimbursed,55,Step Therapy,1094
MA0661,PPA065,D165,R007,Medium,Partially Reimbursed,56,Quantity Limit,1055
MA0662,PPA065,D033,R002,Low,Partially Reimbursed,52,Step Therapy,5079
MA0663,PPA065,D338,R006,High,Not Reimbursed,43,None,3884
MA0664,PPA065,D276,R001,Low,Partially Reimbursed,62,Step Therapy,4175
MA0665,PPA065,D199,R009,Low,Not Reimbursed,61,Step Therapy,9244
MA0666,PPA065,D098,R002,Medium,Partially Reimbursed,70,Step Therapy,7615
MA0667,PPA066,D219,R006,High,Partially Reimbursed,28,None,8580
MA0668,PPA066,D054,R010,High,Not Reimbursed,29,None,3735
MA0669,PPA066,D086,R009,High,Partially Reimbursed,11,Step Therapy,4621
MA0670,PPA066,D093,R005,Low,Not Reimbursed,86,Quantity Limit,2634
MA0671,PPA066,D282,R007,High,Reimbursed,32,None,4441
MA0672,PPA066,D206,R009,Medium,Not Reimbursed,45,Prior Authorization,5020
MA0673,PPA066,D259,R004,High,Reimbursed,46,Quantity Limit,1364
MA0674,PPA066,D173,R003,Low,Partially Reimbursed,80,Prior Authorization,9540
MA0675,PPA066,D337,R006,High,Reimbursed,29,None,9541
MA0676,PPA066,D081,R004,Medium,Reimbursed,33,Quantity Limit,5578
MA0677,PPA066,D274,R006,Medium,Not Reimbursed,57,Step Therapy,2074
MA0678,PPA066,D308,R008,High,Partially Reimbursed,48,Quantity Limit,6366
MA0679,PPA066,D227,R004,High,Reimbursed,12,None,9355
MA0680,PPA066,D181,R005,High,Reimbursed,24,None,6536
MA0681,PPA066,D162,R010,Medium,Partially Reimbursed,66,Step Therapy,3738
MA0682,PPA067,D149,R003,Low,Partially Reimbursed,54,Prior Authorization,7146
MA0683,PPA067,D202,R004,Medium,Partially Reimbursed,66,None,6876
MA0684,PPA067,D076,R005,Medium,Partially Reimbursed,42,Prior Authorization,9830
MA0685,PPA067,D068,R007,Low,Reimbursed,69,Prior Authorization,5829
MA0686,PPA067,D173,R008,Low,Not Reimbursed,78,Step Therapy,7316
MA0687,PPA067,D043,R005,High,Not Reimbursed,24,None,6224
MA0688,PPA067,D244,R002,High,Partially Reimbursed,15,None,993
MA0689,PPA067,D293,R004,High,Not Reimbursed,19,Step Therapy,4813
MA0690,PPA067,D026,R006,High,Reimbursed,17,None,7819
MA0691,PPA067,D281,R006,High,Reimbursed,44,None,9052
MA0692,PPA067,D205,R010,Low,Not Reimbursed,85,Step Therapy,2415
MA0693,PPA068,D010,R005,Medium,Not Reimbursed,64,None,3358
MA0694,PPA068,D193,R010,Low,Not Reimbursed,85,Quantity Limit,452
MA0695,PPA068,D299,R001,High,Reimbursed,43,None,8127
MA0696,PPA068,D340,R007,Medium,Partially Reimbursed,31,Prior Authorization,5865
MA0697,PPA068,D270,R007,Medium,Partially Reimbursed,45,Quantity Limit,8312
MA0698,PPA068,D023,R010,Medium,Not Reimbursed,70,Prior Authorization,6443
MA0699,PPA068,D131,R004,High,Not Reimbursed,27,None,5699
MA0700,PPA068,D088,R002,Medium,Partially Reimbursed,35,Step Therapy,8631
MA0701,PPA068,D031,R003,Low,Not Reimbursed,90,Step Therapy,6937
MA0702,PPA068,D146,R009,High,Reimbursed,37,Quantity Limit,5495
MA0703,PPA068,D103,R004,Medium,Partially Reimbursed,43,Step Therapy,9619
MA0704,PPA068,D357,R010,Low,Not Reimbursed,62,Quantity Limit,5162
MA0705,PPA068,D317,R006,Low,Not Reimbursed,83,Quantity Limit,7146
MA0706,PPA068,D139,R008,High,Partially Reimbursed,46,Quantity Limit,5301
MA0707,PPA068,D028,R010,High,Reimbursed,17,None,2484
MA0708,PPA069,D164,R008,High,Reimbursed,21,None,4472
MA0709,PPA069,D212,R009,Low,Not Reimbursed,64,Step Therapy,3883
MA0710,PPA069,D211,R007,Low,Reimbursed,55,Step Therapy,7908
MA0711,PPA069,D156,R008,High,Reimbursed,48,None,6226
MA0712,PPA069,D227,R002,High,Partially Reimbursed,41,None,2783
MA0713,PPA070,D116,R010,Medium,Not Reimbursed,57,Step Therapy,785
MA0714,PPA070,D017,R008,Low,Not Reimbursed,74,Step Therapy,6557
MA0715,PPA070,D210,R001,Low,Not Reimbursed,86,Step Therapy,8705
MA0716,PPA070,D008,R010,Low,Not Reimbursed,100,None,1891
MA0717,PPA070,D139,R010,Medium,Partially Reimbursed,32,Quantity Limit,4125
MA0718,PPA070,D212,R009,Low,Not Reimbursed,97,None,6447
MA0719,PPA070,D114,R005,Low,Not Reimbursed,53,Prior Authorization,7301
